,imdb_tconst,primary_title,imdb_orig_title,start_year,runtime_minutes,genres,imdb_avg_rating,imdb_numvotes,db_genre_ids,db_id_x,original_language,db_orig_title,db_popularity,release_date_x,db_vote_avg,db_vote_count,production_budget,domestic_gross,worldwide_gross
267,tt0795459,Wilde Salomé,Wilde Salomé,2011,95.0,"Documentary,Drama",6.8,748.0,[99],73564,en,Wilde Salomé,2.456,2013-12-20,7.3,8, , , 
268,tt0795461,Scary Movie 5,Scary Movie 5,2013,86.0,Comedy,3.5,60139.0,[35],4258,en,Scary Movie 5,16.316,2013-04-12,4.7,1494, , , 
269,tt0798817,13,13,2010,91.0,"Drama,Thriller",6.1,38418.0,"[18, 53]",44982,en,13,8.007,2010-03-12,5.7,392, , , 
271,tt0800054,The Guardians,The Guardians,2010,88.0,"Comedy,Family",7.8,68.0,"[18, 28, 53, 80]",130747,de,Schutzengel,4.795,2012-10-10,6.0,55, , , 
277,tt0800320,Clash of the Titans,Clash of the Titans,2010,106.0,"Action,Adventure,Fantasy",5.8,256176.0,"[12, 14, 28]",18823,en,Clash of the Titans,15.574000000000002,2010-04-02,5.7,3714,"$125,000,000","$163,214,888","$493,214,888"
279,tt0800369,Thor,Thor,2011,115.0,"Action,Adventure,Fantasy",7.0,683264.0,"[12, 14, 28]",10195,en,Thor,38.068000000000005,2011-05-06,6.7,12764,"$150,000,000","$181,030,624","$449,326,618"
280,tt0803096,Warcraft,Warcraft,2016,123.0,"Action,Adventure,Fantasy",6.9,225557.0,"[28, 12, 14]",68735,en,Warcraft,21.464000000000002,2016-06-10,6.3,4071,"$160,000,000","$47,225,655","$425,522,281"
281,tt0804463,Devil's Knot,Devil's Knot,2013,114.0,"Biography,Crime,Drama",6.1,18716.0,"[80, 18, 53]",152792,en,Devil's Knot,7.531000000000001,2013-05-09,6.0,351, , , 
282,tt0804497,It's Kind of a Funny Story,It's Kind of a Funny Story,2010,101.0,"Comedy,Drama,Romance",7.1,125583.0,"[35, 18]",43923,en,It's Kind of a Funny Story,10.01,2010-10-08,7.0,1324,"$8,000,000","$6,363,628","$6,632,950"
283,tt0804509,The Mule,La mula,2013,100.0,"Comedy,Drama",6.2,653.0,"[80, 35]",253272,en,The Mule,6.1610000000000005,2014-03-10,6.4,77,"$50,000,000","$103,804,407","$170,857,676"
289,tt0808510,Tooth Fairy,Tooth Fairy,2010,101.0,"Comedy,Family,Fantasy",5.0,37939.0,"[35, 10751, 14]",23023,en,Tooth Fairy,12.65,2010-01-22,5.3,1058,"$48,000,000","$60,022,256","$112,610,386"
291,tt0810819,The Danish Girl,The Danish Girl,2015,119.0,"Biography,Drama,Romance",7.1,146873.0,[18],306819,en,The Danish Girl,12.082,2015-11-27,7.7,3655, , , 
293,tt0810856,Eyes of the Mothman,Eyes of the Mothman,2011,150.0,Documentary,6.3,293.0,[99],127818,en,Eyes of the Mothman,0.6,2011-02-22,3.3,3, , , 
294,tt0810913,Jack and Jill,Jack and Jill,2011,91.0,Comedy,3.3,71361.0,[35],71880,en,Jack and Jill,11.277000000000001,2011-11-11,4.1,1124,"$79,000,000","$74,158,157","$150,519,217"
295,tt0810922,Take Me Home Tonight,Take Me Home Tonight,2011,97.0,"Comedy,Drama,Romance",6.3,48393.0,"[35, 18, 10749]",50725,en,Take Me Home Tonight,11.321,2011-03-04,6.1,339,"$19,000,000","$6,928,068","$7,576,604"
296,tt0811137,The Do-Deca-Pentathlon,The Do-Deca-Pentathlon,2012,76.0,Comedy,6.0,1627.0,[35],96987,en,The Do-Deca-Pentathlon,1.136,2012-07-06,5.1,14, , , 
297,tt0814255,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,2010,118.0,"Adventure,Family,Fantasy",5.9,165108.0,"[12, 14, 10751]",32657,en,Percy Jackson & the Olympians: The Lightning Thief,26.691,2010-02-11,6.1,4229,"$95,000,000","$88,768,303","$223,050,874"
298,tt0815101,Ashes,Ashes,2010,77.0,Drama,7.1,68.0,"[27, 878, 53]",89369,en,Ashes,1.364,2010-01-01,5.3,3, , , 
314,tt0815236,She's Out of My League,She's Out of My League,2010,104.0,"Comedy,Romance",6.4,117245.0,"[35, 10749]",34016,en,She's Out of My League,7.775,2010-03-12,6.1,970,"$20,000,000","$32,010,860","$48,680,977"
315,tt0816442,The Book Thief,The Book Thief,2013,131.0,"Drama,War",7.6,119023.0,[18],203833,en,The Book Thief,9.033999999999999,2013-11-08,7.5,2788,"$19,000,000","$21,488,481","$76,086,711"
316,tt0816462,Conan the Barbarian,Conan the Barbarian,2011,113.0,"Action,Adventure,Fantasy",5.2,90834.0,"[12, 14, 28]",37430,en,Conan the Barbarian,17.046,2011-08-19,5.2,1024,"$90,000,000","$21,295,021","$63,356,133"
318,tt0816692,Interstellar,Interstellar,2014,169.0,"Adventure,Drama,Sci-Fi",8.6,1299334.0,"[12, 18, 878]",157336,en,Interstellar,28.44,2014-11-05,8.2,18597,"$165,000,000","$188,017,894","$666,379,375"
319,tt0816711,World War Z,World War Z,2013,116.0,"Action,Adventure,Horror",7.0,553751.0,"[28, 18, 27, 878, 53]",72190,en,World War Z,14.582,2013-06-21,6.7,9132,"$190,000,000","$202,359,711","$531,514,650"
320,tt0817177,Flipped,Flipped,2010,90.0,"Comedy,Drama,Romance",7.7,74937.0,"[10749, 18]",43949,en,Flipped,9.781,2010-08-06,7.4,859,"$14,000,000","$1,755,212","$4,289,993"
324,tt0817230,Valentine's Day,Valentine's Day,2010,125.0,"Comedy,Romance",5.7,107171.0,"[35, 10749]",32856,en,Valentine's Day,11.187000000000001,2010-02-11,5.8,1907,"$52,000,000","$110,485,654","$217,569,328"
325,tt0817545,The Power of Few,The Power of Few,2013,96.0,"Action,Crime,Drama",5.2,3322.0,"[53, 28, 80, 18, 9648]",161321,en,The Power of Few,5.239,2013-02-15,5.0,37, , , 
326,tt0822847,Priest,Priest,2011,87.0,"Action,Adventure,Fantasy",5.7,108320.0,"[14, 27]",38321,en,Priest,15.318,2011-05-13,5.5,1157,"$60,000,000","$29,136,626","$84,154,026"
327,tt0825283,Maximum Ride,Maximum Ride,2016,88.0,"Action,Adventure,Comedy",3.7,3913.0,"[28, 12, 35, 14, 878, 53]",339116,en,Maximum Ride,6.382000000000001,2016-09-30,4.7,167, , , 
328,tt0829150,Dracula Untold,Dracula Untold,2014,92.0,"Action,Drama,Fantasy",6.3,164829.0,"[27, 28, 18, 14, 10752]",49017,en,Dracula Untold,29.043000000000003,2014-10-03,6.2,3719,"$70,000,000","$55,991,880","$220,241,723"
329,tt0829176,Gallowwalkers,Gallowwalkers,2012,90.0,"Action,Horror,Thriller",3.6,6793.0,"[28, 27]",46429,en,Gallowwalkers,6.425,2012-10-27,4.1,175, , , 
330,tt0831280,Waking Madison,Waking Madison,2010,89.0,Drama,6.0,1317.0,"[18, 53, 9648]",68174,en,Waking Madison,4.165,2011-05-02,5.9,16, , , 
331,tt0831387,Godzilla,Godzilla,2014,123.0,"Action,Adventure,Sci-Fi",6.4,350687.0,"[28, 18, 878]",124905,en,Godzilla,24.982,2014-05-16,6.1,5053,"$160,000,000","$200,676,069","$529,076,069"
333,tt0835418,The Babymakers,The Babymakers,2012,95.0,Comedy,5.0,8147.0,[35],98066,en,The Babymakers,8.356,2012-08-03,4.9,76, , , 
334,tt0835775,Electric Slide,Electric Slide,2014,95.0,"Action,Biography,Crime",4.6,701.0,"[28, 80, 53]",259138,en,Electric Slide,4.391,2014-04-22,5.1,18, , , 
335,tt0835802,Krystal,Krystal,2017,90.0,"Comedy,Drama",5.3,846.0,"[18, 35]",10148,en,Krystal,4.482,2018-04-13,4.1,21, , , 
337,tt0837156,Pee-wee's Big Holiday,Pee-wee's Big Holiday,2016,90.0,"Adventure,Comedy,Family",6.2,6362.0,"[12, 35, 10751]",347689,en,Pee-wee's Big Holiday,6.6,2016-03-18,6.1,119, , , 
338,tt0837562,Hotel Transylvania,Hotel Transylvania,2012,91.0,"Animation,Comedy,Family",7.1,204571.0,"[16, 35, 10751, 14]",76492,en,Hotel Transylvania,15.318,2012-09-28,6.9,5013,"$85,000,000","$148,313,048","$378,505,812"
339,tt0840361,The Town,The Town,2010,125.0,"Crime,Drama,Thriller",7.6,322524.0,"[80, 18, 53]",23168,en,The Town,13.475999999999999,2010-09-17,7.1,2386,"$37,000,000","$92,186,262","$152,566,881"
341,tt0842926,The Kids Are All Right,The Kids Are All Right,2010,106.0,"Comedy,Drama,Romance",7.0,120656.0,"[35, 18]",39781,en,The Kids Are All Right,8.426,2010-07-09,6.6,854,"$4,000,000","$20,811,365","$36,275,469"
342,tt0844866,Killer by Nature,Killer by Nature,2010,94.0,"Adventure,Crime,Drama",3.9,257.0,"[10749, 80, 18, 53, 12]",60940,en,Killer by Nature,1.4,2010-01-01,2.5,2, , , 
343,tt0847215,Neowolf,Neowolf,2010,88.0,"Horror,Thriller",2.3,418.0,"[27, 53]",5489,en,Neowolf,1.952,2010-04-19,1.8,6, , , 
344,tt0847825,The Speed of Thought,The Speed of Thought,2011,93.0,"Sci-Fi,Thriller",4.8,1503.0,"[28, 53, 878]",60164,en,The Speed of Thought,1.8559999999999999,2011-04-29,4.6,21, , , 
345,tt0848228,The Avengers,The Avengers,2012,143.0,"Action,Adventure,Sci-Fi",8.1,1183655.0,"[878, 28, 12]",24428,en,The Avengers,50.288999999999994,2012-05-04,7.6,19673,"$225,000,000","$623,279,547","$1,517,935,897"
347,tt0848537,Epic,Epic,2013,102.0,"Adventure,Animation,Family",6.7,95318.0,"[16, 12, 10751, 14]",116711,en,Epic,13.995,2013-05-24,6.4,1670,"$100,000,000","$107,518,682","$262,794,441"
348,tt0848554,The Sighting,Travis,2016,98.0,"Horror,Sci-Fi,Thriller",3.8,747.0,"[18, 9648, 878]",333683,en,The Sighting,0.94,2015-03-28,4.8,3, , , 
352,tt0849437,Duel of Legends,Duel of Legends,2018,91.0,"Action,Drama,Sport",6.0,35.0,[28],251893,en,Duel of Legends,0.6,2015-05-22,0.0,2, , , 
353,tt0850677,Jack & Diane,Jack & Diane,2012,110.0,"Drama,Horror,Romance",4.5,2538.0,"[18, 27, 10749]",105531,en,Jack & Diane,6.301,2012-11-02,4.4,39, , , 
354,tt0850709,Risen,Risen,2010,121.0,"Biography,Drama",5.3,182.0,"[18, 36]",335778,en,Risen,10.089,2016-02-18,5.8,433,"$20,000,000","$36,880,033","$46,255,763"
356,tt0851471,Sir Billi,Sir Billi,2012,76.0,"Adventure,Animation,Comedy",4.2,445.0,"[16, 12, 35]",223605,en,Sir Billi,0.6,2012-04-13,3.5,5, , , 
357,tt0853155,This Is What Love in Action Looks Like,This Is What Love in Action Looks Like,2011,74.0,Documentary,6.8,198.0,[99],100829,en,This Is What Love in Action Looks Like,0.6,2011-01-28,5.0,1, , , 
358,tt0857190,The Sweeney,The Sweeney,2012,112.0,"Action,Crime,Drama",6.1,18095.0,"[28, 80]",116613,en,The Sweeney,6.4,2013-03-01,5.9,142,"$4,500,000","$26,345","$8,000,366"
359,tt0858411,2001 Maniacs: Field of Screams,2001 Maniacs: Field of Screams,2010,84.0,"Comedy,Horror",3.3,2141.0,"[35, 27]",40912,en,2001 Maniacs: Field of Screams,5.364,2010-07-20,4.0,31, , , 
360,tt0859635,Super Troopers 2,Super Troopers 2,2018,99.0,"Comedy,Crime,Mystery",6.1,20104.0,"[35, 80, 9648]",50022,en,Super Troopers 2,10.086,2018-04-20,5.8,192, , , 
361,tt0860907,Evangelion: 3.0 You Can (Not) Redo,Evangerion shin gekijôban: Kyu,2012,96.0,"Action,Animation,Drama",7.0,8215.0,"[16, 878, 28, 18]",75629,ja,ヱヴァンゲリヲン新劇場版:Q,9.395,2014-01-10,7.6,179, , , 
362,tt0864835,Mr. Peabody & Sherman,Mr. Peabody & Sherman,2014,92.0,"Adventure,Animation,Comedy",6.8,57277.0,"[16, 12, 10751]",82703,en,Mr. Peabody & Sherman,12.812999999999999,2014-03-07,6.6,1357,"$145,000,000","$111,506,430","$269,806,430"
363,tt0865557,Letting Go,Letting Go,2012,83.0,"Drama,Romance",6.5,75.0,"[18, 10749]",213551,en,Letting Go,0.626,2012-10-02,6.0,1, , , 
366,tt0865561,6 Month Rule,6 Month Rule,2011,100.0,Comedy,4.9,595.0,"[35, 10749]",112161,en,6 Month Rule,0.84,2012-06-01,6.0,4, , , 
367,tt0872230,My Soul to Take,My Soul to Take,2010,107.0,"Horror,Mystery,Thriller",4.8,18381.0,"[18, 27, 9648, 53]",43931,en,My Soul to Take,9.808,2010-10-08,5.4,247,"$25,000,000","$14,744,435","$16,727,470"
368,tt0873886,Red State,Red State,2011,88.0,"Action,Crime,Horror",6.2,59266.0,"[27, 28, 53]",48572,en,Red State,7.816,2011-09-23,6.1,472,"$4,000,000","$1,065,429","$1,983,596"
369,tt0875613,Rift,Rift,2011,100.0,"Horror,Thriller",2.7,404.0,[27],116319,en,Rift,1.23,2011-01-01,2.5,6, , , 
372,tt0878654,Bulletface,Bulletface,2010,82.0,Thriller,5.8,875.0,[53],37503,en,Bulletface,1.6980000000000002,2010-03-10,5.5,5, , , 
373,tt0878672,First Circle,First Circle,2010,72.0,Documentary,7.0,33.0,"[18, 99]",127515,en,First Circle,0.6,2010-10-02,5.0,1, , , 
374,tt0878814,Jewtopia,Jewtopia,2012,90.0,"Comedy,Romance",4.5,1342.0,"[35, 10749]",220746,en,Jewtopia,4.812,2013-09-20,4.1,20, , , 
375,tt0878835,Please Give,Please Give,2010,87.0,"Comedy,Drama",6.6,10652.0,"[35, 18]",40247,en,Please Give,5.945,2010-01-22,6.3,81,"$3,000,000","$4,033,574","$4,570,178"
376,tt0879859,Torn,Torn,2010,91.0,Thriller,6.8,21.0,[18],224282,en,Torn,0.6,2013-10-18,7.0,1, , , 
390,tt0879870,Eat Pray Love,Eat Pray Love,2010,133.0,"Drama,Romance",5.8,77709.0,[18],38167,en,Eat Pray Love,9.991,2010-08-12,6.0,1208,"$60,000,000","$80,574,010","$206,598,789"
391,tt0881320,Sanctum,Sanctum,2011,108.0,"Adventure,Drama,Thriller",5.9,51318.0,"[28, 53]",48340,en,Sanctum,7.457000000000001,2011-02-04,5.9,515,"$30,000,000","$23,209,310","$108,957,098"
392,tt0882977,Snitch,Snitch,2013,112.0,"Action,Drama,Thriller",6.5,78142.0,[],295180,en,Snitch,0.6,2011-01-01,1.0,1,"$15,000,000","$42,930,462","$57,907,734"
396,tt0884214,Wreckage,Wreckage,2010,87.0,"Horror,Thriller",4.3,1045.0,"[27, 53]",73085,en,Wreckage,2.002,2010-01-01,3.9,12, , , 
397,tt0884726,Legends of Oz: Dorothy's Return,Legends of Oz: Dorothy's Return,2013,88.0,"Adventure,Animation,Family",5.5,5351.0,"[16, 10402, 10751]",59981,en,Legends of Oz: Dorothy's Return,6.349,2014-05-09,5.7,67, , , 
398,tt0884732,The Wedding Ringer,The Wedding Ringer,2015,101.0,Comedy,6.7,66893.0,[35],252838,en,The Wedding Ringer,15.876,2015-01-16,6.5,961,"$23,000,000","$64,460,211","$80,171,596"
399,tt0887161,Repo,Repo,2010,97.0,"Comedy,Drama",4.5,215.0,[],79915,de,REPO,1.551,2010-01-01,3.0,3, , , 
400,tt0889573,The Switch,The Switch,2010,101.0,"Comedy,Drama,Romance",6.1,90661.0,"[35, 10749, 18]",41210,en,The Switch,7.745,2010-08-20,6.1,1008,"$19,000,000","$27,758,465","$49,858,465"
401,tt0892318,Letters to Juliet,Letters to Juliet,2010,105.0,"Adventure,Comedy,Drama",6.6,86137.0,"[35, 18, 10749]",37056,en,Letters to Juliet,9.394,2010-05-14,6.9,1706,"$30,000,000","$53,032,453","$82,148,538"
402,tt0892769,How to Train Your Dragon,How to Train Your Dragon,2010,98.0,"Action,Adventure,Animation",8.1,611299.0,"[14, 12, 16, 10751]",10191,en,How to Train Your Dragon,28.734,2010-03-26,7.7,7610,"$165,000,000","$217,581,232","$494,870,992"
403,tt0892791,Shrek Forever After,Shrek Forever After,2010,93.0,"Adventure,Animation,Comedy",6.3,167532.0,"[35, 12, 14, 16, 10751]",10192,en,Shrek Forever After,15.040999999999999,2010-05-16,6.1,3843,"$165,000,000","$238,736,787","$756,244,673"
404,tt0893412,From Prada to Nada,From Prada to Nada,2011,107.0,"Comedy,Drama,Romance",5.6,13644.0,"[35, 18, 10749]",50217,en,From Prada to Nada,7.641,2011-01-28,5.2,163, , , 
405,tt0896872,The Whistleblower,The Whistleblower,2010,112.0,"Action,Biography,Crime",7.2,29826.0,"[18, 53, 80]",65760,uk,The Whistleblower,9.578,2011-08-05,6.7,269, , , 
407,tt0899145,Don't Fade Away,Don't Fade Away,2010,89.0,Drama,5.4,302.0,[18],60524,en,Don't Fade Away,1.222,2010-02-02,4.4,7, , , 
408,tt0899154,The Key Man,The Key Man,2011,80.0,"Crime,Drama,Thriller",5.6,263.0,"[80, 18, 53]",106288,en,The Key Man,1.463,2011-02-18,3.7,3, , , 
409,tt0900387,Suite Française,Suite Française,2014,107.0,"Drama,Romance,War",7.0,19978.0,"[18, 10749, 10752]",271674,en,Suite Française,7.652,2014-11-05,7.4,669, , , 
410,tt0901504,Psych:9,Psych:9,2010,98.0,"Horror,Mystery,Thriller",4.5,2072.0,"[27, 9648, 53]",55045,en,Psych:9,8.18,2011-02-22,4.6,24, , , 
411,tt0902247,Acts of Violence,Acts of Violence,2010,91.0,"Crime,Drama,Thriller",7.0,99.0,"[28, 80]",479040,en,Acts of Violence,15.314,2018-01-12,6.0,173, , , 
413,tt0903036,Westbrick Murders,Westbrick Murders,2010,90.0,"Action,Crime,Thriller",2.7,351.0,"[27, 28, 53]",34640,en,Westbrick Murders,0.84,2010-01-01,3.5,4, , , 
414,tt0903624,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,2012,169.0,"Adventure,Family,Fantasy",7.9,719629.0,"[12, 14, 28]",49051,en,The Hobbit: An Unexpected Journey,26.939,2012-12-14,7.2,12076,"$250,000,000","$303,003,568","$1,017,003,568"
415,tt0903657,Love & Mercy,Love & Mercy,2014,121.0,"Biography,Drama,Music",7.4,32238.0,"[18, 10402]",271714,en,Love & Mercy,10.103,2015-06-05,7.2,363, , , 
416,tt0905372,The Thing,The Thing,2011,103.0,"Horror,Mystery,Sci-Fi",6.2,111900.0,"[27, 878, 9648, 53]",60935,en,The Thing,12.349,2011-10-14,6.1,1404,"$38,000,000","$16,999,934","$27,573,078"
418,tt0906778,Black Butterflies,Black Butterflies,2011,100.0,"Biography,Drama",6.2,1941.0,"[18, 10749]",72049,nl,Black Butterflies,2.461,2011-03-01,6.3,17, , , 
419,tt0907305,Prey,Proie,2010,90.0,"Adventure,Drama,Horror",5.3,840.0,"[27, 53]",400610,nl,Prooi,2.7039999999999997,2017-04-28,5.5,24, , , 
424,tt0907852,Exposed,Exposed,2012,82.0,"Drama,Mystery,Thriller",6.6,44.0,"[10770, 53]",107554,en,Exposed,0.84,2012-01-08,4.1,7, , , 
433,tt0910885,A Merry Friggin' Christmas,A Merry Friggin' Christmas,2014,88.0,Comedy,5.1,5415.0,[35],286532,en,A Merry Friggin' Christmas,9.932,2014-11-07,5.0,107, , , 
434,tt0914863,Unthinkable,Unthinkable,2010,97.0,"Crime,Drama,Thriller",7.1,80152.0,"[18, 53]",38199,en,Unthinkable,9.693,2010-06-15,6.7,623, , , 
435,tt0915463,Jackboots on Whitehall,Jackboots on Whitehall,2010,91.0,"Animation,Comedy,Sci-Fi",5.3,1178.0,"[10752, 16, 35]",58760,en,Jackboots on Whitehall,2.9530000000000003,2011-07-26,5.1,16, , , 
436,tt0918575,Victim,Victim,2010,90.0,"Horror,Thriller",6.0,4113.0,"[18, 27, 53]",60306,en,Victim,3.44,2010-11-17,4.4,19, , , 
438,tt0918940,The Legend of Tarzan,The Legend of Tarzan,2016,110.0,"Action,Adventure,Drama",6.3,150154.0,"[28, 12]",258489,en,The Legend of Tarzan,14.797,2016-07-01,5.8,4102,"$180,000,000","$126,643,061","$348,902,025"
439,tt0923653,The Dead Undead,The Dead Undead,2010,89.0,"Action,Horror,Sci-Fi",3.0,791.0,"[27, 878, 28]",53502,en,The Dead Undead,3.127,2010-05-13,3.1,9,"$1,100,000",$0,$0
440,tt0923954,Truth About Kerry,Truth About Kerry,2010,84.0,"Drama,Mystery,Thriller",5.5,217.0,"[18, 9648, 53]",102686,en,Truth About Kerry,1.124,2010-10-16,4.0,1, , , 
441,tt0926084,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1,2010,146.0,"Adventure,Fantasy,Mystery",7.7,425530.0,"[12, 14, 10751]",12444,en,Harry Potter and the Deathly Hallows: Part 1,33.533,2010-11-19,7.7,10788, , , 
442,tt0929618,The Penthouse,The Penthouse,2010,89.0,Comedy,3.7,1345.0,[35],26353,en,The Penthouse,2.1390000000000002,2010-03-02,3.5,10, , , 
443,tt0934446,"Glenn, the Flying Robot","Glenn, the Flying Robot",2010,85.0,"Drama,Sci-Fi",3.8,299.0,"[878, 14]",63171,en,"Glenn, the Flying Robot",2.292,2010-12-31,4.2,9, , , 
444,tt0935075,Rabbit Hole,Rabbit Hole,2010,91.0,Drama,7.0,45357.0,[18],27585,en,Rabbit Hole,9.389,2010-12-16,6.8,292,"$5,000,000","$2,229,058","$6,205,034"
445,tt0937353,The Devil's Flower,Tsvetok dyavola,2010,90.0,"Mystery,Romance",1.7,201.0,"[53, 27]",459813,en,The Devil's Flower,0.632,2015-10-29,5.0,1, , , 
446,tt0938283,The Last Airbender,The Last Airbender,2010,103.0,"Action,Adventure,Family",4.1,137734.0,"[28, 12, 10751, 14]",10196,en,The Last Airbender,16.595,2010-07-01,4.6,2143,"$150,000,000","$131,772,187","$319,713,881"
447,tt0938305,Freaky Deaky,Freaky Deaky,2012,90.0,"Comedy,Crime,Thriller",6.1,6088.0,[35],168027,en,Freaky Deaky,4.476,2012-04-22,5.1,28,"$6,000,000",$0,$0
448,tt0940656,Arthur 3: The War of the Two Worlds,Arthur 3: la guerre des deux mondes,2010,101.0,"Adventure,Animation,Family",5.5,7162.0,"[16, 12, 14, 10751]",42949,en,Arthur 3: la guerre des deux mondes,12.679,2010-08-22,5.6,865, , , 
449,tt0942906,White Knuckles,White Knuckles,2010,88.0,"Drama,Thriller",6.3,77.0,"[18, 53]",182547,en,White Knuckles,0.6,2010-06-10,5.2,3, , , 
450,tt0944835,Salt,Salt,2010,100.0,"Action,Mystery,Thriller",6.4,277204.0,"[28, 9648, 53]",27576,en,Salt,13.025,2010-07-23,6.3,3240,"$130,000,000","$118,311,368","$290,650,494"
452,tt0945513,Source Code,Source Code,2011,93.0,"Action,Drama,Sci-Fi",7.5,452036.0,"[53, 878, 9648]",45612,en,Source Code,13.495,2011-04-01,7.2,4529,"$32,000,000","$54,712,227","$140,428,499"
453,tt0947798,Black Swan,Black Swan,2010,108.0,"Drama,Thriller",8.0,648854.0,"[18, 53]",44214,en,Black Swan,13.745,2010-12-03,7.6,8374,"$13,000,000","$106,954,678","$331,266,710"
454,tt0947810,Green Zone,Green Zone,2010,115.0,"Action,Drama,Thriller",6.8,122132.0,"[10752, 28, 12, 18, 53]",22972,en,Green Zone,11.519,2010-03-11,6.4,1176,"$100,000,000","$35,497,337","$97,523,020"
455,tt0948470,The Amazing Spider-Man,The Amazing Spider-Man,2012,136.0,"Action,Adventure,Sci-Fi",7.0,525632.0,"[28, 12, 14]",1930,en,The Amazing Spider-Man,24.391,2012-07-04,6.5,10411,"$220,000,000","$262,030,663","$757,890,267"
456,tt0954947,The Killer Inside Me,The Killer Inside Me,2010,109.0,"Crime,Drama,Horror",6.1,31727.0,"[80, 18, 53]",37414,en,The Killer Inside Me,7.087000000000001,2010-04-27,5.9,304,"$13,000,000","$217,277","$3,617,277"
457,tt0955308,Robin Hood,Robin Hood,2010,140.0,"Action,Adventure,Drama",6.6,239480.0,"[28, 12, 18]",20662,en,Robin Hood,15.444,2010-05-14,6.3,2569,"$210,000,000","$105,487,148","$322,459,006"
487,tt0959306,Reach Me,Reach Me,2014,95.0,"Comedy,Crime,Drama",4.9,2304.0,[18],251994,en,Reach Me,4.659,2014-03-14,5.2,48,"$5,000,000",$0,$0
488,tt0959329,Nine Dead,Nine Dead,2010,98.0,"Crime,Drama,Horror",5.5,11358.0,"[80, 18, 27, 9648]",34335,en,Nine Dead,8.882,2011-03-09,5.1,125,"$2,000,000",$0,$0
489,tt0960067,Heart of Now,Heart of Now,2010,90.0,Drama,6.9,83.0,[18],169590,en,Heart of Now,0.731,2010-06-10,5.4,4, , , 
490,tt0960730,Beautiful Darling,Beautiful Darling,2010,85.0,Documentary,7.3,499.0,[99],226247,en,Beautiful Darling,0.769,2010-04-02,6.4,4, , , 
491,tt0960864,"Truth in Numbers? Everything, According to Wikipedia","Truth in Numbers? Everything, According to Wikipedia",2010,85.0,Documentary,7.0,109.0,[99],74322,en,"Truth in Numbers? Everything, According to Wikipedia",1.96,2010-07-01,6.3,8, , , 
492,tt0961097,A Monster in Paris,Un monstre à Paris,2011,90.0,"Adventure,Animation,Comedy",6.7,18254.0,"[12, 16, 35, 10751, 14]",77459,fr,Un monstre à Paris,7.852,2011-11-22,6.6,603, , , 
493,tt0963292,Feast of the Assumption: BTK and the Otero Family Murders,Feast of the Assumption: The Otero Family Murders,2010,86.0,"Crime,Documentary",6.0,215.0,[99],184701,en,Feast of the Assumption: BTK and the Otero Family Murders,0.6,2012-01-15,3.7,3, , , 
494,tt0963966,The Sorcerer's Apprentice,The Sorcerer's Apprentice,2010,109.0,"Action,Adventure,Family",6.1,143862.0,"[14, 12, 28, 35, 18]",27022,en,The Sorcerer's Apprentice,14.463,2010-07-13,5.9,2879,"$160,000,000","$63,150,991","$217,986,320"
495,tt0964517,The Fighter,The Fighter,2010,116.0,"Biography,Drama,Sport",7.8,316539.0,[18],45317,en,The Fighter,10.395,2010-12-17,7.3,2325,"$11,000,000","$93,617,009","$129,262,388"
496,tt0968264,The Conspirator,The Conspirator,2010,122.0,"Crime,Drama,History",6.9,26416.0,"[80, 18, 36]",60309,en,The Conspirator,6.492999999999999,2011-04-15,6.5,226,"$25,000,000","$11,538,204","$15,907,411"
