,imdb_tconst,primary_title,imdb_orig_title,start_year,runtime_minutes,genres,imdb_avg_rating,imdb_numvotes,db_genre_ids,db_id_x,original_language,db_orig_title,db_popularity,release_date_x,db_vote_avg,db_vote_count,production_budget,domestic_gross,worldwide_gross
19443,tt4108170,Il Trovatore,Il Trovatore,2014,145.0,"Drama,Musical",7.9,18.0,[10402],430801,en,Il Trovatore,0.6,2015-10-03,8.0,1, , , 
19445,tt4109204,Shout Gladi Gladi,Shout Gladi Gladi,2015,100.0,"Documentary,History,News",5.1,39.0,"[99, 36]",346152,en,Shout Gladi Gladi,0.7120000000000001,2015-10-01,5.0,1, , , 
19446,tt4109268,Asperger's Are Us,Asperger's Are Us,2016,82.0,"Comedy,Documentary,Drama",6.7,510.0,[99],381043,en,Asperger's Are Us,1.295,2016-11-11,6.2,10, , , 
19447,tt4109632,A Million Happy Nows,A Million Happy Nows,2017,80.0,"Drama,Romance",6.6,207.0,"[10749, 18]",459252,en,A Million Happy Nows,0.88,2017-03-15,5.6,9, , , 
19448,tt4109998,The Lessee,The Lessee,2016,96.0,"Drama,Romance",4.8,24.0,[],526238,en,The Lessee,0.633,2016-02-14,5.0,1, , , 
19449,tt4110568,Dil Dhadakne Do,Dil Dhadakne Do,2015,170.0,"Comedy,Drama,Romance",6.8,12754.0,"[18, 10751, 10749, 35]",338065,hi,दिल धड़कने दो,5.6160000000000005,2015-06-05,6.9,70, , , 
19450,tt4110664,Scream Machine,Scream Machine,2015,71.0,Horror,4.4,52.0,[],332464,en,Scream Machine,0.6,2015-03-24,2.0,2, , , 
19451,tt4111044,Show Business,Show Business,2016,85.0,"Comedy,Drama,Romance",6.0,23.0,"[35, 18, 10749]",403974,en,Show Business,0.6,2016-04-23,5.0,1, , , 
19452,tt4113114,Lethal Seduction,Lethal Seduction,2015,80.0,Thriller,5.3,633.0,"[53, 10770]",348346,en,Lethal Seduction,1.4709999999999999,2015-07-11,5.8,16, , , 
19453,tt4113262,Veterans UnAffairs: The Frank Gann Story,Veterans UnAffairs: The Frank Gann Story,2014,45.0,Documentary,7.7,7.0,[99],303263,en,Veterans UnAffairs: The Frank Gann Story,0.84,2014-11-11,5.5,3, , , 
19454,tt4116284,The Lego Batman Movie,The Lego Batman Movie,2017,104.0,"Action,Animation,Comedy",7.3,116433.0,"[28, 16, 35, 10751, 14]",324849,en,The Lego Batman Movie,19.352,2017-02-10,7.2,2882,"$80,000,000","$175,750,384","$310,660,018"
19455,tt4116388,Ava's Impossible Things,Ava's Impossible Things,2016,80.0,"Drama,Romance",3.6,149.0,"[10749, 18]",435665,en,Ava's Impossible Things,1.3840000000000001,2016-07-16,7.8,5, , , 
19456,tt4118606,The Curse of Sleeping Beauty,The Curse of Sleeping Beauty,2016,89.0,"Fantasy,Horror,Mystery",4.3,2635.0,"[14, 9648, 53, 27, 878]",388440,en,The Curse of Sleeping Beauty,5.742000000000001,2016-05-13,4.0,77, , , 
19457,tt4119278,All Roads Lead to Rome,All Roads Lead to Rome,2015,90.0,"Comedy,Drama,Romance",4.9,4415.0,"[35, 10749]",298583,en,All Roads Lead to Rome,6.739,2016-02-05,5.0,142, , , 
19458,tt4119436,Lalaloopsy Babies: First Steps,Lalaloopsy Babies: First Steps,2014,46.0, ,5.5,8.0,[10751],297592,en,Lalaloopsy Babies: First Steps,0.6,2014-01-01,6.0,2, , , 
19459,tt4120210,Valley of Love,Valley of Love,2015,91.0,Drama,5.9,1714.0,[18],337107,fr,Valley of Love,4.377,2016-03-03,5.9,44, , , 
19461,tt4120732,A Morning Light,A Morning Light,2015,82.0,"Drama,Sci-Fi",5.4,17.0,"[27, 18]",313518,en,A Morning Light,0.6,2015-11-17,5.0,1, , , 
19462,tt4121274,No Asylum: The Untold Chapter of Anne Frank's Story,No Asylum: The Untold Chapter of Anne Frank's Story,2015,73.0,"Documentary,History",7.6,30.0,"[99, 18, 10751]",337699,en,No Asylum: The Untold Chapter of Anne Frank's Story,0.84,2015-01-01,7.0,2, , , 
19463,tt4122788,Endless,Endless,2015,91.0,Drama,6.0,473.0,[27],344688,en,Endless,0.6,2012-06-11,5.5,2, , , 
19472,tt4123262,Days of My Youth,Days of My Youth,2014,62.0,"Action,Documentary,Sport",7.5,121.0,"[28, 99]",296019,en,Days of My Youth,0.6890000000000001,2014-09-17,7.3,3, , , 
19473,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,2018,134.0,"Adventure,Family,Fantasy",6.6,163151.0,[12],338952,en,Fantastic Beasts: The Crimes of Grindelwald,48.508,2018-11-16,6.9,4870,"$200,000,000","$159,555,901","$652,220,086"
19474,tt4123650,Alterscape,Alterscape,2018,90.0,"Action,Sci-Fi,Thriller",6.0,1324.0,[878],445872,en,Alterscape,4.552,2017-07-15,3.0,7, , , 
19475,tt4123888,Awaken the Devil,Awaken the Devil,2014,88.0,Horror,3.0,31.0,[],302512,en,Awaken the Devil,0.6609999999999999,2015-05-19,4.5,2, , , 
19476,tt4125222,The Champions,The Champions,2015,90.0,"Documentary,News",8.7,443.0,[99],364830,en,The Champions,1.094,2015-11-06,7.6,7, , , 
19477,tt4125654,Butterfly Caught,Butterfly Caught,2017,107.0,Drama,4.7,216.0,[18],479970,en,Butterfly Caught,3.861,2017-10-06,5.3,7, , , 
19478,tt4125856,For Grace,For Grace,2015,92.0,"Biography,Documentary,Family",7.3,712.0,[99],324269,en,For Grace,0.6,2015-03-13,7.8,5, , , 
19480,tt4126304,Cartel Land,Cartel Land,2015,100.0,Documentary,7.4,16653.0,"[18, 99]",317952,en,Cartel Land,7.337000000000001,2015-07-03,7.3,231, , , 
19481,tt4126354,The Thanhouser Studio and the Birth of American Cinema,The Thanhouser Studio and the Birth of American Cinema,2014,54.0,"Biography,Documentary,History",7.0,53.0,[],311623,en,The Thanhouser Studio and the Birth of American Cinema,0.6,2014-12-01,7.0,1, , , 
19482,tt4126392,Country: Portraits of an American Sound,Country: Portraits of an American Sound,2015,88.0,"Documentary,Music",7.2,56.0,"[99, 10402]",440590,en,Country: Portraits of an American Sound,0.9620000000000001,2015-04-22,8.3,3, , , 
19483,tt4126434,Before the Fall,Before the Fall,2016,92.0,"Comedy,Drama,Romance",6.0,771.0,"[35, 18, 10749]",416480,en,Before the Fall,0.602,2016-09-25,5.6,8, , , 
19485,tt4126438,The Ones Below,The Ones Below,2015,87.0,"Drama,Thriller",6.1,8046.0,[53],356842,en,The Ones Below,6.544,2016-05-27,5.9,175, , , 
19486,tt4126524,TransMilitary,TransMilitary,2015,28.0,"Documentary,News",6.0,473.0,[99],502135,en,TransMilitary,1.334,2018-03-10,7.0,1, , , 
19488,tt4126694,1 Night,One Night,2016,80.0,"Drama,Romance",5.8,1719.0,"[18, 10749]",416691,en,1 Night,5.409,2017-02-10,6.4,107, , , 
19490,tt4127650,The Power of the Heart,The Power of the Heart,2014,84.0,Documentary,6.8,101.0,[99],401264,en,The Power of the Heart,0.6,2014-10-07,6.0,2, , , 
19491,tt4128382,American Guinea Pig: Bouquet of Guts and Gore,American Guinea Pig: Bouquet of Guts and Gore,2014,73.0,Horror,4.5,488.0,[27],336294,en,American Guinea Pig: Bouquet of Guts and Gore,2.148,2015-05-05,4.7,13, , , 
19493,tt4129428,Jagga Jasoos,Jagga Jasoos,2017,161.0,"Action,Adventure,Comedy",6.4,7931.0,"[12, 35, 9648, 10749]",401285,hi,जग्गा जासूस,3.391,2017-07-14,5.8,48, , , 
19494,tt4129870,White Girl,White Girl,2016,88.0,"Crime,Drama",5.7,7657.0,[18],336011,en,White Girl,7.499,2016-09-02,5.6,221, , , 
19496,tt4130484,Demon House,Demon House,2018,111.0,"Horror,Thriller",5.6,4815.0,[99],474104,en,Demon House,6.778,2018-03-16,5.4,48, , , 
19497,tt4131622,Breeder,Breeder,2014,80.0,"Fantasy,Horror,Mystery",6.7,15.0,"[9648, 14, 27]",343517,en,Breeder,0.631,2015-06-06,5.0,1, , , 
19498,tt4131800,My Little Pony: The Movie,My Little Pony: The Movie,2017,99.0,"Adventure,Animation,Comedy",6.1,5133.0,"[16, 10751]",25400,en,My Little Pony: The Movie,4.346,1986-06-06,5.6,21, , , 
19500,tt4132190,The Babymoon,The Babymoon,2017,99.0,"Action,Adventure,Comedy",4.1,189.0,"[10749, 28, 12, 35, 18]",440143,en,The Babymoon,1.5419999999999998,2017-02-14,4.8,6, , , 
19501,tt4132250,Johnny Cash: American Rebel,Johnny Cash: American Rebel,2015,86.0,"Biography,Documentary,Music",7.7,257.0,"[99, 10402]",358100,en,Johnny Cash: American Rebel,0.997,2015-09-12,7.8,4, , , 
19502,tt4132834,The Silent,The Silent,2014,120.0,"Action,Animation,Fantasy",6.0,473.0,[9648],461213,en,The Silent,0.633,2015-12-04,5.0,1, , , 
19503,tt4134826,But Deliver Us from Evil,But Deliver Us from Evil,2017,109.0,"Horror,Thriller",2.7,164.0,[27],481367,en,But Deliver Us from Evil,1.485,2017-04-27,5.2,5, , , 
19504,tt4135016,The Gays,The Gays,2014,68.0,Comedy,4.1,15.0,[],327066,en,The Gays,0.6,2014-02-25,3.0,1, , , 
19505,tt4135326,Lane 1974,Lane 1974,2017,79.0,"Adventure,Biography,Drama",6.0,211.0,"[12, 18]",438461,en,Lane 1974,2.75,2017-03-11,8.0,6, , , 
19506,tt4135844,Ixcanul,Ixcanul,2015,93.0,Drama,7.2,2346.0,[18],320001,es,Ixcanul,2.6889999999999996,2015-09-04,6.7,36, , , 
19507,tt4135896,How to Dance in Ohio,How to Dance in Ohio,2015,89.0,"Documentary,Drama",7.8,195.0,"[99, 18]",318259,en,How to Dance in Ohio,0.84,2015-10-26,6.4,5, , , 
19508,tt4136056,The Seven Five,The Seven Five,2014,104.0,"Biography,Crime,Documentary",7.6,4672.0,[99],320882,en,The Seven Five,2.897,2014-11-14,7.6,50, , , 
19509,tt4136084,Florence Foster Jenkins,Florence Foster Jenkins,2016,111.0,"Biography,Comedy,Drama",6.8,44970.0,"[35, 18]",315664,en,Florence Foster Jenkins,8.453,2016-08-12,6.7,849,"$29,000,000","$27,383,770","$56,000,339"
19510,tt4136198,Pilchuck: A Dance with Fire,Pilchuck: A Dance with Fire,2015,75.0,"Documentary,History",4.8,5.0,"[36, 99]",332614,en,Pilchuck: A Dance with Fire,0.6,2015-03-28,5.0,1, , , 
19511,tt4136518,Death's Door,Death's Door,2015,91.0,Horror,4.8,89.0,[27],396963,en,Death's Door,0.6,2015-09-29,2.8,2, , , 
19512,tt4137324,Magician: The Astonishing Life and Work of Orson Welles,Magician: The Astonishing Life and Work of Orson Welles,2014,91.0,"Biography,Documentary",6.9,787.0,[99],298664,en,Magician: The Astonishing Life and Work of Orson Welles,1.604,2014-12-12,7.0,20, , , 
19513,tt4137714,The Sounding,The Sounding,2017,93.0,"Drama,Mystery",7.5,173.0,"[18, 9648]",449060,en,The Sounding,1.14,2017-03-10,10.0,1, , , 
19514,tt4138004,Sisters of the Plague,Sisters of the Plague,2015,80.0,"Drama,Horror,Mystery",3.0,74.0,"[878, 18, 27, 9648]",353093,en,Sisters of the Plague,0.6,2015-07-12,4.0,1, , , 
19515,tt4138020,"Love, Sweat and Tears","Love, Sweat and Tears",2016,81.0,Documentary,6.8,20.0,[99],434685,en,"Love, Sweat and Tears",0.6,2017-03-08,8.0,2, , , 
19516,tt4139124,Keanu,Keanu,2016,100.0,"Action,Comedy,Crime",6.3,41560.0,"[28, 35]",342521,en,Keanu,8.952,2016-04-29,6.0,644,"$15,000,000","$20,591,853","$20,688,141"
19517,tt4139412,Enquiring Minds: The Untold Story of the Man Behind the National Enquirer,Enquiring Minds: The Untold Story of the Man Behind the National Enquirer,2014,98.0,Documentary,6.8,99.0,[99],321644,en,Enquiring Minds: The Untold Story of the Man Behind the National Enquirer,0.6,2014-10-16,6.8,4, , , 
19518,tt4141260,Gangster Payday,Da cha fan,2014,97.0,"Action,Comedy,Crime",5.8,194.0,"[53, 80, 18, 10749]",294991,cn,大茶飯,2.592,2014-11-13,6.1,11, , , 
19519,tt4142682,Jeff Lowe's Metanoia,Jeff Lowe's Metanoia,2014,84.0,"Adventure,Biography,Documentary",8.3,18.0,[],330313,en,Jeff Lowe's Metanoia,0.6,2014-11-01,10.0,1, , , 
19520,tt4143066,Maverick: Manhunt Brazil,Maverick: Manhunt Brazil,2016,91.0,"Action,Crime,Romance",4.9,75.0,"[28, 80, 10749]",510698,en,Maverick: Manhunt Brazil,0.6,2016-03-10,5.5,2, , , 
19521,tt4143306,Democrats,Democrats,2014,100.0,Documentary,7.5,277.0,[99],306342,sn,Democrats,1.4,2015-04-16,6.9,8, , , 
19523,tt4143384,The Last Patrol,The Last Patrol,2014,87.0,Documentary,6.9,229.0,[99],299309,en,The Last Patrol,1.4,2014-10-23,5.0,3, , , 
19524,tt4143508,Long Strange Trip,Long Strange Trip,2017,238.0,Documentary,8.3,981.0,"[10402, 99]",431714,en,Long Strange Trip,0.7290000000000001,2017-01-23,8.3,4, , , 
19525,tt4144034,Wonderful World End,Wonderful World End,2015,84.0,"Comedy,Fantasy,Music",6.1,84.0,"[10402, 35, 14]",333854,ja,ワンダフルワールドエンド,1.4,2015-04-30,6.0,2, , , 
19526,tt4144190,Wiener-Dog,Wiener-Dog,2016,88.0,"Comedy,Drama",5.9,8420.0,"[35, 18]",326094,en,Wiener-Dog,7.0120000000000005,2016-06-24,5.6,101, , , 
19527,tt4144332,Deidra & Laney Rob a Train,Deidra & Laney Rob a Train,2017,92.0,"Comedy,Crime,Drama",6.1,1333.0,"[18, 35, 80]",428687,en,Deidra & Laney Rob a Train,5.127999999999999,2017-01-23,5.8,64, , , 
19528,tt4144350,Cold Ground,Cold Ground,2017,86.0,"Horror,Mystery,Sci-Fi",6.2,1745.0,"[27, 9648, 878]",472591,en,Cold Ground,0.995,2017-10-20,3.7,6, , , 
19529,tt4144504,How to Change the World,How to Change the World,2015,110.0,"Adventure,Biography,Documentary",7.6,926.0,"[99, 36]",319073,en,How to Change the World,1.3630000000000002,2015-01-22,6.9,17, , , 
19531,tt4145108,Blood Orange,Blood Orange,2016,85.0,Thriller,4.2,675.0,[53],353452,en,Blood Orange,2.068,2016-05-17,6.6,11, , , 
19533,tt4145178,Listen to Me Marlon,Listen to Me Marlon,2015,103.0,"Biography,Documentary",8.2,6330.0,[99],319076,en,Listen to Me Marlon,4.7989999999999995,2015-07-29,7.5,73, , , 
19534,tt4145258,Bight of the Twin,Bight of the Twin,2016,55.0,"Documentary,Music",8.1,9.0,[],510976,en,Bight of the Twin,0.6,2016-03-11,6.0,1, , , 
19535,tt4145646,Nostalgia,Nostalgia,2010,48.0,Documentary,6.0,473.0,[18],442709,en,Nostalgia,4.1080000000000005,2018-02-16,6.2,11, , , 
19537,tt4146622,Rampage: President Down,Rampage: President Down,2016,99.0,"Action,Crime,Thriller",4.9,2374.0,"[53, 28, 80]",395925,en,Rampage: President Down,6.297999999999999,2016-09-06,5.0,61, , , 
19538,tt4147210,Even Lambs Have Teeth,Even Lambs Have Teeth,2015,78.0,"Horror,Thriller",5.1,1569.0,"[53, 27]",359245,en,Even Lambs Have Teeth,2.94,2015-10-03,5.9,27, , , 
19539,tt4147596,Breaking Legs,Breaking Legs,2017,98.0,"Family,Musical",4.2,167.0,[10751],454605,en,Breaking Legs,0.755,2017-04-25,7.3,3, , , 
19540,tt4149732,Crush the Skull,Crush the Skull,2015,80.0,"Comedy,Horror,Thriller",5.6,1320.0,"[27, 35]",431234,en,Crush the Skull,0.6,2011-10-30,7.0,2, , , 
19542,tt4150316,Frozen in Time,Frozen in Time,2014,46.0,"Adventure,Animation,Family",5.9,63.0,"[16, 10751]",311620,en,Frozen in Time,1.18,2014-11-12,2.3,2, , , 
19543,tt4150772,Why I'm Not on Facebook,Why I'm not on Facebook,2014,78.0,Documentary,5.9,108.0,[99],324116,en,Why I'm Not on Facebook,0.6,2014-01-01,8.0,2, , , 
19544,tt4151098,Omo Child: The River and the Bush,Omo Child: The River and the Bush,2015,89.0,"Biography,Documentary,Drama",8.7,77.0,"[99, 18]",332613,en,Omo Child: The River and the Bush,0.6,2015-02-25,10.0,1, , , 
19545,tt4151320,Always at The Carlyle,Always at The Carlyle,2018,92.0,Documentary,6.2,253.0,[99],370756,en,Always at The Carlyle,2.391,2018-05-11,7.0,3, , , 
19546,tt4151400,The Burden of My Company,The Burden of My Company,2015,80.0,"Comedy,Drama",3.3,15.0,"[35, 18]",403844,en,The Burden of My Company,0.6,2015-06-26,3.0,1, , , 
19547,tt4151776,King Cohen: The Wild World of Filmmaker Larry Cohen,King Cohen: The Wild World of Filmmaker Larry Cohen,2017,110.0,Documentary,7.5,216.0,[99],448982,en,King Cohen: The Wild World of Filmmaker Larry Cohen,1.256,2018-07-07,7.2,6, , , 
19549,tt4152374,Cleaver: Rise of the Killer Clown,Cleaver: Rise of the Killer Clown,2015,71.0,Horror,5.2,71.0,[27],446200,en,Cleaver: Rise of the Killer Clown,0.6,2015-10-05,4.0,2, , , 
19550,tt4153650,Canción de barrio,Canción de barrio,2014,80.0,"Documentary,Music",6.0,473.0,"[10402, 99]",395457,es,Canción de barrio,0.879,2014-08-28,10.0,1, , , 
19551,tt4153708,Alone in the Ghost House,Alone in the Ghost House,2015,82.0,Horror,5.0,71.0,[27],343416,en,Alone in the Ghost House,0.941,2015-06-05,7.0,3, , , 
19552,tt4154004,The Unbidden,The Unbidden,2016,84.0,"Horror,Mystery,Thriller",2.9,128.0,"[53, 27, 9648]",419471,en,The Unbidden,0.6,2016-04-22,2.7,3, , , 
19553,tt4154170,Korla,Korla,2015,78.0,"Biography,Documentary,History",7.9,17.0,[],362098,en,Korla,0.6,2015-09-29,7.0,1, , , 
19554,tt4154728,Speed Sisters,Speed Sisters,2015,78.0,"Adventure,Documentary,Drama",7.0,200.0,[99],339744,ar,Speed Sisters,0.69,2015-01-01,5.7,3, , , 
19556,tt4154756,Avengers: Infinity War,Avengers: Infinity War,2018,149.0,"Action,Adventure,Sci-Fi",8.5,670926.0,"[12, 28, 14]",299536,en,Avengers: Infinity War,80.773,2018-04-27,8.3,13948,"$300,000,000","$678,815,482","$2,048,134,200"
19557,tt4157144,Quest,Quest,2017,86.0,"Biography,Drama",8.1,96.0,[99],432987,en,Quest,1.685,2017-07-26,8.0,4, , , 
19559,tt4157510,For Here or to Go?,For Here or to Go?,2015,105.0,"Comedy,Drama",6.9,356.0,"[18, 35]",326241,en,For Here or to Go?,0.6,2017-03-31,7.0,2, , , 
19561,tt4158096,Free Fire,Free Fire,2016,91.0,"Action,Comedy,Crime",6.4,35954.0,"[28, 80, 9648]",334521,en,Free Fire,12.116,2017-04-21,6.3,540,"$10,000,000","$1,799,322","$3,793,739"
19562,tt4158624,3 Generations,3 Generations,2015,92.0,Drama,5.8,4991.0,"[35, 18]",300667,en,3 Generations,7.881,2017-05-05,6.4,284, , , 
19563,tt4159042,After Auschwitz,After Auschwitz,2013,56.0,Documentary,6.0,473.0,[99],514813,en,After Auschwitz,0.6709999999999999,2017-03-25,8.0,2, , , 
19565,tt4159182,The Lady in the Car with Glasses and a Gun,La dame dans l'auto avec des lunettes et un fusil,2015,93.0,"Drama,Mystery,Thriller",5.5,2237.0,[53],330298,fr,La Dame dans l'auto avec des lunettes et un fusil,5.038,2015-11-30,4.9,66, , , 
19566,tt4160706,Live Cargo,Live Cargo,2016,88.0,"Drama,Thriller",4.6,485.0,"[18, 53]",385753,en,Live Cargo,1.328,2016-04-15,5.7,7, , , 
19567,tt4160964,Naked,Dagbog fra Porn Valley,2014,52.0,"Biography,Documentary",5.0,230.0,[],409362,en,Naked,0.6,2014-12-30,8.5,2, , , 
19573,tt4161074,Presenting Princess Shaw,Presenting Princess Shaw,2015,83.0,"Documentary,Music",6.8,490.0,[99],357799,en,Presenting Princess Shaw,1.046,2016-05-27,6.8,5, , , 
19574,tt4161150,A Dog's Life,A Dog's Life,2011,50.0,Documentary,6.8,6.0,[],336452,en,A Dog's Life,0.6,2013-01-01,7.0,2, , , 
19575,tt4161396,The Harrow,The Harrow,2016,95.0,"Crime,Drama,Mystery",4.6,255.0,"[9648, 18, 80, 10749, 53]",430088,en,The Harrow,2.302,2016-11-03,6.0,4, , , 
19576,tt4162718,Summoned,Summoned,2014,49.0,"Adventure,Fantasy",7.3,7.0,"[10770, 27, 53]",181175,en,Summoned,2.8819999999999997,2013-06-01,4.5,14, , , 
19577,tt4162860,Restraint,Restraint,2017,95.0,"Mystery,Thriller",4.4,82.0,"[27, 53]",520696,en,Restraint,1.1520000000000001,2017-10-08,4.3,3, , , 
19578,tt4162910,Frog Kingdom,Frog Kingdom,2013,86.0,"Adventure,Animation,Comedy",3.9,320.0,[16],346965,en,Frog Kingdom,2.447,2015-06-30,3.2,9, , , 
19579,tt4162992,Rotor DR1,Rotor DR1,2015,98.0,"Family,Sci-Fi",3.4,280.0,"[878, 10751]",371690,en,Rotor DR1,1.247,2015-10-20,4.3,4,"$350,000",$0,$0
19580,tt4163020,Tales of Halloween,Tales of Halloween,2015,92.0,"Comedy,Horror",5.5,10116.0,[27],306964,en,Tales of Halloween,6.405,2015-10-16,5.3,206, , , 
19581,tt4163042,Bee Sting,Bee Sting,2014,50.0,"Comedy,Horror",6.1,53.0,[],333862,en,Bee Sting,0.6,2014-10-10,1.0,1, , , 
19582,tt4163138,Angels of Revolution,Angely revolyutsii,2014,113.0,Drama,6.6,256.0,"[10749, 18, 36]",297789,ru,Ангелы революции,2.873,2014-12-24,6.4,7, , , 
19583,tt4163960,Showing Roots,Showing Roots,2016,100.0,"Comedy,Drama",6.0,67.0,"[35, 18]",340005,en,Showing Roots,0.634,2016-04-23,5.0,1, , , 
19584,tt4164462,Homme Less,Homme Less,2014,87.0,"Biography,Documentary",7.2,380.0,[99],353216,en,Homme Less,0.6,2015-08-07,7.0,1, , , 
19585,tt4165094,My Boo,My Boo,2013,78.0,Horror,3.6,29.0,[27],303303,en,My Boo,0.6,2013-09-17,1.0,1, , , 
19586,tt4165838,One Night of Fear,One Night of Fear,2016,78.0,"Adventure,Horror,Thriller",3.9,67.0,"[12, 27, 53]",428396,en,One Night of Fear,0.6,2016-11-30,2.0,1, , , 
19587,tt4169074,Automatic at Sea,Automatic at Sea,2016,87.0,"Adventure,Drama,Mystery",5.6,84.0,"[9648, 12, 18]",412760,en,Automatic at Sea,0.6,2017-01-23,6.5,2, , , 
19588,tt4170344,I Called Him Morgan,I Called Him Morgan,2016,92.0,"Documentary,Drama,History",7.3,1132.0,"[10402, 99, 36]",411020,en,I Called Him Morgan,1.39,2016-10-02,7.4,16, , , 
19590,tt4170530,The Babysitters,The Babysitters,2014,91.0,Comedy,6.0,473.0,[18],13078,en,The Babysitters,10.71,2008-05-09,5.3,125, , , 
19591,tt4171876,Sweet Sixteen,Xia You Qiao Mu,2016,93.0,"Drama,Romance",5.4,195.0,"[18, 10749]",411757,zh,夏有乔木 雅望天堂,0.6,2016-08-17,8.7,3, , , 
19592,tt4172146,Summer of 8,Summer of 8,2016,88.0,"Comedy,Drama,Romance",5.6,1012.0,"[18, 35]",352164,en,Summer of 8,1.456,2016-04-26,6.9,32, , , 
19593,tt4172402,Audacity,Audacity,2015,55.0,Drama,4.4,4263.0,[18],346303,en,Audacity,0.84,2015-06-18,4.9,7, , , 
19594,tt4174526,Ana Maria in Novela Land,Ana Maria in Novela Land,2015,89.0,"Comedy,Drama,Romance",5.7,282.0,"[14, 35, 10749, 18]",312770,en,Ana Maria in Novela Land,1.008,2015-02-27,5.0,2, , , 
19595,tt4174926,Where Love Found Me,Where Love Found Me,2016,84.0,"Action,Adventure,Drama",8.4,36.0,"[18, 28]",565579,en,Where Love Found Me,0.635,2016-05-12,8.0,1, , , 
19596,tt4175888,The Chosen,The Chosen,2015,88.0,"Horror,Thriller",3.6,1953.0,"[27, 53]",346170,en,The Chosen,3.2060000000000004,2015-07-24,4.4,47, , , 
19598,tt4176826,Look Who's Back,Er ist wieder da,2015,116.0,"Comedy,Drama,Fantasy",7.1,35402.0,[35],318917,de,Er ist wieder da,9.025,2016-04-09,6.8,1020, , , 
19599,tt4177258,With This Ring,With This Ring,2016,100.0,"Biography,Documentary,Drama",6.0,473.0,"[35, 10749, 18]",321160,en,With This Ring,3.6260000000000003,2015-01-24,5.3,30, , , 
19601,tt4177268,Life After Life,Life After Life,2018,73.0,"Crime,Documentary,Drama",7.2,5.0,"[99, 80, 18]",585267,en,Life After Life,0.6,2017-04-06,6.0,1, , , 
19604,tt4178020,Right Footed,Right Footed,2015,82.0,"Biography,Documentary,Family",7.9,25.0,"[99, 10751]",535796,en,Right Footed,0.6,2015-11-07,5.0,1, , , 
19605,tt4178118,Tunnel,Teo-neol 3D,2014,86.0,Horror,4.9,164.0,"[18, 28, 53]",390497,ko,터널,6.5920000000000005,2016-08-26,7.1,173, , , 
19609,tt4180286,Valley of Bones,Valley of Bones,2017,90.0,"Crime,Thriller,Western",4.2,433.0,"[37, 80, 53]",432641,en,Valley of Bones,1.474,2017-09-01,5.6,5, , , 
19610,tt4180556,Affairs of State,Affairs of State,2018,97.0,Drama,4.5,532.0,"[18, 53, 10749]",528998,en,Affairs of State,7.664,2018-06-15,5.0,8, , , 
19611,tt4181052,Special Correspondents,Special Correspondents,2016,101.0,Comedy,5.8,16710.0,[35],355008,en,Special Correspondents,6.412999999999999,2016-04-22,5.7,237, , , 
19612,tt4181782,The Crucifixion,The Crucifixion,2017,90.0,"Horror,Mystery,Thriller",5.1,5937.0,"[9648, 27, 53]",394830,en,The Crucifixion,11.173,2017-10-06,5.3,204, , , 
19613,tt4183234,Dark Shade Creek 2,Dark Shade Creek 2,2014,75.0,"Horror,Thriller",4.3,29.0,[27],328524,en,Dark Shade Creek 2,0.84,2014-12-12,1.0,1, , , 
19614,tt4183692,Woodlawn,Woodlawn,2015,123.0,"Drama,Sport",6.5,6070.0,[18],333596,en,Woodlawn,5.575,2015-10-16,7.0,79,"$13,000,000","$14,394,097","$14,403,703"
19616,tt4184744,Full of Grace,Full of Grace,2015,83.0,"Drama,History",5.6,218.0,[18],381828,en,Full of Grace,0.91,2015-10-21,6.3,10, , , 
19617,tt4184812,A Haunting on Washington Avenue: The Temple Theatre,A Haunting on Washington Avenue: The Temple Theatre,2014,90.0,Documentary,6.7,66.0,"[27, 99, 18]",481361,en,A Haunting on Washington Avenue: The Temple Theatre,0.6,2014-11-17,6.2,5, , , 
19618,tt4184878,Smosh: The Movie,Smosh: The Movie,2015,84.0,"Comedy,Fantasy,Sci-Fi",3.4,5578.0,"[35, 28, 12]",311615,en,Smosh: The Movie,5.742000000000001,2015-07-24,4.8,128, , , 
19619,tt4185566,Another Evil,Another Evil,2016,90.0,"Comedy,Horror",5.5,786.0,"[35, 27]",381032,en,Another Evil,2.484,2017-05-05,5.6,19, , , 
19621,tt4185572,The Hunting Ground,The Hunting Ground,2015,103.0,Documentary,7.4,5598.0,[99],319091,en,The Hunting Ground,5.609,2015-02-27,7.7,92, , , 
19622,tt4185862,Cat Sick Blues,Cat Sick Blues,2015,94.0,Horror,5.6,435.0,"[27, 35]",364379,en,Cat Sick Blues,2.265,2018-01-17,6.5,28, , , 
19623,tt4187462,To Dance Like a Man,To Dance Like a Man,2011,58.0, ,6.0,473.0,[],294597,en,To Dance Like a Man,0.6,2012-01-01,10.0,1, , , 
19624,tt4187590,Battalion,Batalon,2015,120.0,"Action,Drama,History",6.6,1086.0,[878],497328,en,Battalion,5.401,2018-01-09,3.0,9, , , 
19626,tt4188176,Walter Williams: Suffer No Fools,Walter Williams: Suffer No Fools,2014,56.0,Documentary,8.8,9.0,[99],324947,en,Walter Williams: Suffer No Fools,0.633,2014-09-15,8.0,1, , , 
